source_path,start_frame,end_frame,new_name
./pose_data_g1/humanact12/humanact12/P12G02R02F0963T1039A1001.npy,0,-1,000111.npy
./pose_data_g1/KIT/167/walking_medium02_poses.npy,0,94,000112.npy
./pose_data_g1/BMLmovi/Subject_73_F_MoSh/Subject_73_F_15_poses.npy,0,81,000113.npy
./pose_data_g1/KIT/425/turn_right07_poses.npy,0,124,000114.npy
./pose_data_g1/Transitions_mocap/mazen_c3d/airkick_running_poses.npy,0,132,000115.npy
./pose_data_g1/CMU/55/55_22_poses.npy,7,207,000116.npy
./pose_data_g1/KIT/575/MarcusS_AdrianM11_poses.npy,22,222,000117.npy
./pose_data_g1/KIT/9/step_over_gap11_poses.npy,0,142,000118.npy
./pose_data_g1/humanact12/humanact12/P06G02R04F0548T0678A0901.npy,0,-1,000119.npy
./pose_data_g1/MPI_HDM05/tr/HDM_tr_03-01_04_120_poses.npy,22,222,000120.npy
./pose_data_g1/BMLmovi/Subject_43_F_MoSh/Subject_43_F_3_poses.npy,0,174,000121.npy
./pose_data_g1/KIT/3/wave_left13_poses.npy,0,153,000122.npy
./pose_data_g1/Eyes_Japan_Dataset/kudo/gesture_etc-23-mobile_call-kudo_poses.npy,339,480,000123.npy
./pose_data_g1/KIT/572/wave_both06_poses.npy,0,149,000124.npy
./pose_data_g1/SFU/0018/0018_TraditionalChineseDance001_poses.npy,13,213,000125.npy
./pose_data_g1/BMLmovi/Subject_51_F_MoSh/Subject_51_F_7_poses.npy,111,267,000126.npy
./pose_data_g1/humanact12/humanact12/P10G01R01F1176T1269A0602.npy,0,-1,000127.npy
./pose_data_g1/KIT/675/walk_slow_with_handrail_table_beam_right10_poses.npy,24,224,000128.npy
./pose_data_g1/MPI_HDM05/mm/HDM_mm_04-01_02_120_poses.npy,589,789,000129.npy
./pose_data_g1/KIT/9/walking_medium10_poses.npy,0,97,000130.npy
./pose_data_g1/humanact12/humanact12/P11G01R02F1216T1224A0601.npy,0,-1,000131.npy
./pose_data_g1/KIT/183/walking_medium03_poses.npy,0,94,000132.npy
./pose_data_g1/CMU/127/127_22_poses.npy,0,60,000133.npy
./pose_data_g1/BMLhandball/S02_Novice/Trial_upper_right_057_poses.npy,0,184,000134.npy
./pose_data_g1/KIT/3/parkour04_poses.npy,10,210,000135.npy
./pose_data_g1/CMU/13/13_12_poses.npy,262,462,000136.npy
./pose_data_g1/KIT/3/Experiment3a_legs_03_poses.npy,12,212,000137.npy
./pose_data_g1/Eyes_Japan_Dataset/hamada/gesture_etc-37-gay-hamada_poses.npy,180,380,000138.npy
./pose_data_g1/CMU/84/84_18_poses.npy,0,164,000139.npy
./pose_data_g1/KIT/572/punch_right03_poses.npy,0,114,000140.npy
./pose_data_g1/CMU/35/35_10_poses.npy,0,72,000141.npy
./pose_data_g1/KIT/183/walking_run02_poses.npy,0,85,000142.npy
./pose_data_g1/humanact12/humanact12/P07G01R04F0242T0269A0402.npy,0,-1,000143.npy
./pose_data_g1/KIT/3/seesaw_backwards02_poses.npy,0,148,000144.npy
./pose_data_g1/CMU/124/124_11_poses.npy,0,167,000145.npy
./pose_data_g1/KIT/442/HinUndSchuhbinden02_poses.npy,0,106,000146.npy
./pose_data_g1/BioMotionLab_NTroje/rub020/0016_sitting2_poses.npy,0,156,000147.npy
./pose_data_g1/KIT/12/LeftTurn03_poses.npy,0,106,000148.npy
./pose_data_g1/BMLmovi/Subject_1_F_MoSh/Subject_1_F_16_poses.npy,0,75,000149.npy
./pose_data_g1/EKUT/300/PushBeamPedar_13_poses.npy,0,87,000150.npy
./pose_data_g1/BMLmovi/Subject_25_F_MoSh/Subject_25_F_14_poses.npy,0,73,000151.npy
./pose_data_g1/KIT/205/walking_run03_poses.npy,0,104,000152.npy
./pose_data_g1/Eyes_Japan_Dataset/aita/gesture_etc-23-mobile_call-aita_poses.npy,221,420,000153.npy
./pose_data_g1/BMLmovi/Subject_3_F_MoSh/Subject_3_F_19_poses.npy,0,58,000154.npy
./pose_data_g1/humanact12/humanact12/P07G02R02F0558T0607A0901.npy,0,-1,000155.npy
./pose_data_g1/KIT/513/evasion03_poses.npy,0,68,000156.npy
./pose_data_g1/HumanEva/S2/Walking_3_poses.npy,12,212,000157.npy
./pose_data_g1/KIT/379/push_recovery_stand_right10_poses.npy,0,71,000158.npy
./pose_data_g1/CMU/132/132_51_poses.npy,0,29,000159.npy
./pose_data_g1/KIT/1226/Trial_26_poses.npy,0,130,000160.npy
./pose_data_g1/Eyes_Japan_Dataset/yamaoka/tennis-18-catch_netball-yamaoka_poses.npy,147,320,000161.npy
./pose_data_g1/SSM_synced/20160330_03333/chicken_wings_poses.npy,0,158,000162.npy
./pose_data_g1/KIT/674/shower_back01_poses.npy,0,176,000163.npy
./pose_data_g1/SFU/0018/0018_Walking001_poses.npy,0,200,000164.npy
./pose_data_g1/MPI_HDM05/mm/HDM_mm_05-02_01_120_poses.npy,145,305,000165.npy
./pose_data_g1/humanact12/humanact12/P11G01R01F1355T1382A0503.npy,0,-1,000166.npy
./pose_data_g1/humanact12/humanact12/P07G01R02F1019T1055A0402.npy,0,-1,000167.npy
./pose_data_g1/ACCAD/Male2MartialArtsPunches_c3d/E12_-_backfist_right_poses.npy,0,49,000168.npy
./pose_data_g1/KIT/675/dry_left_arm_12_poses.npy,131,331,000169.npy
./pose_data_g1/CMU/82/82_04_poses.npy,0,152,000170.npy
./pose_data_g1/KIT/3/streching_leg03_poses.npy,0,160,000171.npy
./pose_data_g1/KIT/572/tennis_forehand_left04_poses.npy,0,98,000172.npy
./pose_data_g1/KIT/3/kneel_down_with_right_hand01_poses.npy,0,153,000173.npy
./pose_data_g1/humanact12/humanact12/P02G01R01F0120T0178A0103.npy,0,-1,000174.npy
./pose_data_g1/CMU/35/35_01_poses.npy,0,60,000175.npy
./pose_data_g1/humanact12/humanact12/P11G02R02F1798T1821A1002.npy,0,-1,000176.npy
./pose_data_g1/CMU/20_21_rory1/20_11_poses.npy,0,39,000177.npy
./pose_data_g1/ACCAD/Female1Walking_c3d/B5_-_walk_backwards_poses.npy,10,210,000178.npy
./pose_data_g1/humanact12/humanact12/P04G01R03F0872T0918A0602.npy,0,-1,000179.npy
./pose_data_g1/Eyes_Japan_Dataset/takiguchi/accident-03-damage_head-takiguchi_poses.npy,19,219,000180.npy
./pose_data_g1/CMU/36/36_23_poses.npy,8,208,000181.npy
./pose_data_g1/KIT/3/lean_on_table08_poses.npy,0,178,000182.npy
./pose_data_g1/CMU/105/105_59_poses.npy,0,52,000183.npy
./pose_data_g1/Eyes_Japan_Dataset/yamaoka/tennis-10-backhand_double_lob-yamaoka_poses.npy,99,274,000184.npy
./pose_data_g1/MPI_HDM05/dg/HDM_dg_02-01_02_120_poses.npy,27,227,000185.npy
./pose_data_g1/CMU/139/139_22_poses.npy,3,203,000186.npy
./pose_data_g1/BMLmovi/Subject_85_F_MoSh/Subject_85_F_17_poses.npy,5,205,000187.npy
./pose_data_g1/MPI_Limits/03100/uar3_poses.npy,9,209,000188.npy
./pose_data_g1/BioMotionLab_NTroje/rub081/0008_normal_walk4_poses.npy,0,62,000189.npy
./pose_data_g1/Eyes_Japan_Dataset/kawaguchi/jump-05-rope_normal_run-kawaguchi_poses.npy,18,218,000190.npy
./pose_data_g1/CMU/08/08_09_poses.npy,0,49,000191.npy
./pose_data_g1/CMU/127/127_36_poses.npy,0,36,000192.npy
./pose_data_g1/humanact12/humanact12/P01G01R02F1170T1208A0102.npy,0,-1,000193.npy
./pose_data_g1/humanact12/humanact12/P11G01R02F0877T0896A0107.npy,0,-1,000194.npy
./pose_data_g1/humanact12/humanact12/P09G01R03F0228T0380A0502.npy,0,-1,000195.npy
./pose_data_g1/humanact12/humanact12/P08G02R04F0555T0746A0901.npy,0,-1,000196.npy
./pose_data_g1/BMLmovi/Subject_52_F_MoSh/Subject_52_F_1_poses.npy,0,162,000197.npy
./pose_data_g1/CMU/143/143_18_poses.npy,12,212,000198.npy
./pose_data_g1/BMLmovi/Subject_75_F_MoSh/Subject_75_F_3_poses.npy,0,179,000199.npy
./pose_data_g1/BMLmovi/Subject_79_F_MoSh/Subject_79_F_5_poses.npy,0,135,000200.npy
./pose_data_g1/KIT/1347/Experiment3_subject1347_wash_leg_position_smallcircles_02_poses.npy,20,220,000201.npy
./pose_data_g1/CMU/120/120_21_poses.npy,0,200,000202.npy
./pose_data_g1/KIT/183/walking_medium06_poses.npy,0,97,000203.npy
./pose_data_g1/CMU/139/139_12_poses.npy,9,209,000204.npy
./pose_data_g1/humanact12/humanact12/P07G01R03F0002T0049A0501.npy,0,-1,000205.npy
./pose_data_g1/KIT/11/WalkInCounterClockwiseCircle01_poses.npy,0,164,000206.npy
./pose_data_g1/CMU/142/142_02_poses.npy,2,202,000207.npy
./pose_data_g1/KIT/425/downstairs_10_poses.npy,0,109,000208.npy
./pose_data_g1/CMU/70/70_02_poses.npy,0,127,000209.npy
./pose_data_g1/Eyes_Japan_Dataset/kaiwa/accident-01-dodge-kaiwa_poses.npy,206,406,000210.npy
./pose_data_g1/KIT/8/WalkInClockwiseCircle08_poses.npy,0,157,000211.npy
./pose_data_g1/KIT/10/WalkInCounterClockwiseCircle07_poses.npy,0,129,000212.npy
./pose_data_g1/humanact12/humanact12/P12G02R02F0000T0071A0701.npy,0,-1,000213.npy
./pose_data_g1/EKUT/125/WSUF4_poses.npy,0,124,000214.npy
./pose_data_g1/KIT/423/upstairs_downstairs02_poses.npy,0,186,000215.npy
./pose_data_g1/Eyes_Japan_Dataset/shiono/throw_toss-11-disc-shiono_poses.npy,14,214,000216.npy
./pose_data_g1/MPI_HDM05/mm/HDM_mm_02-01_01_120_poses.npy,243,443,000217.npy
./pose_data_g1/CMU/05/05_07_poses.npy,0,199,000218.npy
./pose_data_g1/BMLmovi/Subject_23_F_MoSh/Subject_23_F_19_poses.npy,0,83,000219.npy
./pose_data_g1/MPI_HDM05/mm/HDM_mm_02-02_02_120_poses.npy,1155,1317,000220.npy
./pose_data_g1/KIT/572/wipe_circular_left14_poses.npy,0,191,000221.npy
./pose_data_g1/BioMotionLab_NTroje/rub033/0001_treadmill_fast_poses.npy,233,392,000222.npy
./pose_data_g1/KIT/969/Trial_22_poses.npy,90,290,000223.npy
./pose_data_g1/KIT/3/stomp_left04_poses.npy,0,79,000224.npy
./pose_data_g1/CMU/17/17_08_poses.npy,311,511,000225.npy
./pose_data_g1/KIT/425/downstairs_02_poses.npy,0,107,000226.npy
./pose_data_g1/KIT/205/turn_left01_poses.npy,0,120,000227.npy
./pose_data_g1/CMU/12/12_04_poses.npy,2715,2915,000228.npy
./pose_data_g1/CMU/125/125_06_poses.npy,1,201,000229.npy
./pose_data_g1/CMU/86/86_03_poses.npy,924,1124,000230.npy
./pose_data_g1/CMU/108/108_10_poses.npy,0,40,000231.npy
./pose_data_g1/KIT/572/jump_back04_poses.npy,0,104,000232.npy
./pose_data_g1/BMLmovi/Subject_47_F_MoSh/Subject_47_F_17_poses.npy,0,170,000233.npy
./pose_data_g1/CMU/79/79_57_poses.npy,23,223,000234.npy
./pose_data_g1/KIT/8/WalkInCounterClockwiseCircle02_poses.npy,0,149,000235.npy
./pose_data_g1/BioMotionLab_NTroje/rub068/0003_treadmill_jog_poses.npy,293,448,000236.npy
./pose_data_g1/KIT/7/RightTurn03_poses.npy,0,112,000237.npy
./pose_data_g1/Eyes_Japan_Dataset/kanno/pose-13-model-kanno_poses.npy,22,222,000238.npy
./pose_data_g1/KIT/3/Experiment3a_back_02_poses.npy,529,729,000239.npy
./pose_data_g1/Eyes_Japan_Dataset/yamaoka/tennis-11-backhand_hardhit-yamaoka_poses.npy,29,229,000240.npy
./pose_data_g1/humanact12/humanact12/P06G01R01F0774T0842A0402.npy,0,-1,000241.npy
./pose_data_g1/KIT/675/walk_with_handrail_table_beam_left02_poses.npy,0,150,000242.npy
./pose_data_g1/KIT/359/turn_left03_poses.npy,0,99,000243.npy
./pose_data_g1/CMU/111/111_23_poses.npy,0,189,000244.npy
./pose_data_g1/humanact12/humanact12/P04G01R01F1849T1909A0604.npy,0,-1,000245.npy
./pose_data_g1/Eyes_Japan_Dataset/shiono/walk-03-sneak-shiono_poses.npy,160,360,000246.npy
./pose_data_g1/MPI_HDM05/tr/HDM_tr_01-03_01_120_poses.npy,150,350,000247.npy
./pose_data_g1/CMU/40/40_09_poses.npy,17,217,000248.npy
./pose_data_g1/humanact12/humanact12/P04G03R03F0932T0988A1201.npy,0,-1,000249.npy
./pose_data_g1/BioMotionLab_NTroje/rub080/0001_treadmill_fast_poses.npy,9,209,000250.npy
./pose_data_g1/CMU/105/105_39_poses.npy,0,75,000251.npy
./pose_data_g1/CMU/28/28_11_poses.npy,23,223,000252.npy
./pose_data_g1/KIT/314/turn_left05_poses.npy,0,100,000253.npy
./pose_data_g1/BioMotionLab_NTroje/rub093/0010_normal_jog2_poses.npy,0,27,000254.npy
./pose_data_g1/EKUT/300/PushBeamPedar_21_poses.npy,0,129,000255.npy
./pose_data_g1/KIT/9/walking_slow05_poses.npy,0,136,000256.npy
./pose_data_g1/KIT/183/go_over_beam_n02_poses.npy,0,187,000257.npy
./pose_data_g1/BMLmovi/Subject_55_F_MoSh/Subject_55_F_7_poses.npy,16,206,000258.npy
./pose_data_g1/BioMotionLab_NTroje/rub045/0013_knocking1_poses.npy,0,142,000259.npy
./pose_data_g1/CMU/79/79_28_poses.npy,0,136,000260.npy
./pose_data_g1/KIT/424/walking_medium02_poses.npy,0,127,000261.npy
./pose_data_g1/MPI_HDM05/tr/HDM_tr_02-01_02_120_poses.npy,129,329,000262.npy
./pose_data_g1/humanact12/humanact12/P12G01R04F0854T0935A0503.npy,0,-1,000263.npy
./pose_data_g1/BMLmovi/Subject_90_F_MoSh/Subject_90_F_1_poses.npy,27,227,000264.npy
./pose_data_g1/humanact12/humanact12/P07G02R04F0447T0496A0901.npy,0,-1,000265.npy
./pose_data_g1/KIT/314/parkour02_poses.npy,14,200,000266.npy
./pose_data_g1/EKUT/300/PushStandOpen_07_poses.npy,0,111,000267.npy
./pose_data_g1/MPI_HDM05/bk/HDM_bk_04-01_03_120_poses.npy,1220,1420,000268.npy
./pose_data_g1/CMU/86/86_14_poses.npy,25,225,000269.npy
./pose_data_g1/KIT/423/upstairs_downstairs05_poses.npy,29,209,000270.npy
./pose_data_g1/KIT/3/tennis_smash_left05_poses.npy,0,104,000271.npy
./pose_data_g1/CMU/79/79_90_poses.npy,11,211,000272.npy
./pose_data_g1/KIT/183/go_over_beam_n04_poses.npy,0,177,000273.npy
./pose_data_g1/KIT/3/go_over_beam04_poses.npy,0,180,000274.npy
./pose_data_g1/MPI_HDM05/mm/HDM_mm_01-04_01_120_poses.npy,879,1053,000275.npy
./pose_data_g1/BioMotionLab_NTroje/rub091/0013_knocking1_poses.npy,0,198,000276.npy
./pose_data_g1/Eyes_Japan_Dataset/yokoyama/karate-08-jab-yokoyama_poses.npy,9,209,000277.npy
./pose_data_g1/MPI_HDM05/tr/HDM_tr_03-01_03_120_poses.npy,952,1152,000278.npy
./pose_data_g1/CMU/29/29_21_poses.npy,5,205,000279.npy
./pose_data_g1/KIT/442/castBox02_poses.npy,29,201,000280.npy
./pose_data_g1/ACCAD/Male2MartialArtsStances_c3d/D15_-_switch_stance_poses.npy,0,61,000281.npy
./pose_data_g1/CMU/76/76_01_poses.npy,0,155,000282.npy
./pose_data_g1/CMU/15/15_14_poses.npy,894,1094,000283.npy
./pose_data_g1/KIT/3/kneel_up_from_crawl04_poses.npy,0,134,000284.npy
./pose_data_g1/KIT/359/downstairs08_poses.npy,0,110,000285.npy
./pose_data_g1/KIT/1717/displace_tilt_middle_19_poses.npy,14,200,000286.npy
./pose_data_g1/KIT/348/walking_run01_poses.npy,0,75,000287.npy
./pose_data_g1/KIT/424/bend_right09_poses.npy,0,120,000288.npy
./pose_data_g1/CMU/01/01_03_poses.npy,17,217,000289.npy
./pose_data_g1/KIT/1346/Experiment3a_subject1346_legs_02_poses.npy,494,694,000290.npy
./pose_data_g1/BMLmovi/Subject_6_F_MoSh/Subject_6_F_13_poses.npy,0,60,000291.npy
./pose_data_g1/CMU/94/94_06_poses.npy,110,310,000292.npy
./pose_data_g1/CMU/138/138_25_poses.npy,0,60,000293.npy
./pose_data_g1/KIT/912/912_3_18_poses.npy,25,225,000294.npy
./pose_data_g1/KIT/572/squat01_poses.npy,0,87,000295.npy
./pose_data_g1/CMU/144/144_29_poses.npy,354,514,000296.npy
./pose_data_g1/KIT/1226/Trial_13_poses.npy,0,150,000297.npy
./pose_data_g1/KIT/674/dry_back01_poses.npy,29,229,000298.npy
./pose_data_g1/KIT/11/WalkingStraightBackwards10_poses.npy,0,92,000299.npy
./pose_data_g1/KIT/572/dance_chacha14_poses.npy,173,358,000300.npy
./pose_data_g1/KIT/3/wave_left10_poses.npy,0,109,000301.npy
./pose_data_g1/CMU/139/139_09_poses.npy,26,226,000302.npy
./pose_data_g1/KIT/675/double_pour_and_mixing10_poses.npy,315,515,000303.npy
./pose_data_g1/BioMotionLab_NTroje/rub055/0000_treadmill_norm_poses.npy,10,210,000304.npy
./pose_data_g1/CMU/77/77_13_poses.npy,258,458,000305.npy
./pose_data_g1/KIT/675/dry_left_arm_10_poses.npy,6,206,000306.npy
./pose_data_g1/KIT/9/walking_run09_poses.npy,0,84,000307.npy
./pose_data_g1/KIT/969/Trial_18_poses.npy,229,367,000308.npy
./pose_data_g1/KIT/572/wipe_circular_left08_poses.npy,0,132,000309.npy
./pose_data_g1/humanact12/humanact12/P11G01R03F1674T1709A0103.npy,0,-1,000310.npy
./pose_data_g1/KIT/912/912_3_01_poses.npy,135,335,000311.npy
